timestamp,phase,mode,status,gross_profit_usd,gas_cost_usd,slippage_cost_usd,other_fees_usd,net_profit_usd,equity_start_usd,equity_end_usd,notes
2026-04-25T04:54:11.964Z,sim,sim,success,15.090000,2.500000,0.000000,0.000000,12.590000,2255.860000,2268.460000,sim-batch-88
2026-04-25T04:54:12.435Z,sim,sim,success,17.180000,2.500000,0.000000,0.000000,14.680000,2268.460000,2283.140000,sim-batch-89
2026-04-25T04:54:12.772Z,sim,sim,success,18.130000,2.500000,0.000000,0.000000,15.630000,2283.140000,2298.760000,sim-batch-90
2026-04-25T04:54:12.960Z,sim,sim,success,18.960000,2.500000,0.000000,0.000000,16.460000,2298.760000,2315.220000,sim-batch-91
2026-04-25T04:54:13.125Z,sim,sim,success,19.740000,2.500000,0.000000,0.000000,17.240000,2315.220000,2332.460000,sim-batch-92
2026-04-25T04:54:13.294Z,sim,sim,success,16.970000,2.500000,0.000000,0.000000,14.470000,2332.460000,2346.930000,sim-batch-93
2026-04-25T04:54:13.473Z,sim,sim,success,18.450000,2.500000,0.000000,0.000000,15.950000,2346.930000,2362.890000,sim-batch-94
2026-04-25T04:54:13.654Z,sim,sim,success,16.290000,2.500000,0.000000,0.000000,13.790000,2362.890000,2376.680000,sim-batch-95
2026-04-25T04:54:13.821Z,sim,sim,success,19.270000,2.500000,0.000000,0.000000,16.770000,2376.680000,2393.450000,sim-batch-96
2026-04-25T04:54:14.007Z,sim,sim,success,19.070000,2.500000,0.000000,0.000000,16.570000,2393.450000,2410.010000,sim-batch-97
2026-04-25T04:54:14.168Z,sim,sim,success,15.420000,2.500000,0.000000,0.000000,12.920000,2410.010000,2422.930000,sim-batch-98
2026-04-25T04:54:14.354Z,sim,sim,success,17.570000,2.500000,0.000000,0.000000,15.070000,2422.930000,2438.000000,sim-batch-99
